loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,pmrapos,pmraneg,pmdecpos,pmdecneg,tranmidpos,tranmidneg,orbperpos,orbperneg,trandurhpos,trandurhneg,trandepos,trandepneg,radepos,radeneg,insolpos,insolneg,eqtpos,eqtneg,tmagpos,tmagneg,distpos,distneg,teffpos,teffneg,radpos,radneg
5950,PC,90.335,0.126,-0.126,0,1.204,0.09,-0.09,0,2459877.909,0.003111,-0.003111,0,3.8311803,0.0000281,-0.0000281,0,1.892,0.794,-0.794,0,1170,2742.32,-2742.32,0,5.75003,2.36448,-2.36448,0,1067.42,0,0,0,1592,0,0,0,10.6336,0.006,-0.006,0,146.254,2.393,-2.393,0,5366,119.8,-119.8,0,0.9,0.05,-0.05,0,90.461,90.209,1.294,1.114,2459877.912,2459877.906,3.8312084,3.8311522,2.686,1.098,3912.32,-1572.32,8.11451,3.38555,1067.42,1067.42,1592,1592,10.6396,10.6276,148.647,143.861,5485.8,5246.2,0.95,0.85
5951,CP,35.872,0.105,-0.105,0,-389.854,0.082,-0.082,0,2458518.005,0.000452,-0.000452,0,5.0988038,0.0000044,-0.0000044,0,1.0252822,0.1748526,-0.1748526,0,2925.822243,132.99059,-132.99059,0,3.0503381,0.7816048,-0.7816048,0,19.827421,0,0,0,538.1908458,0,0,0,10.2139,0.007,-0.007,0,33.0231,0.05845,-0.05845,0,3633,70,-70,0,0.547453,0.0165014,-0.0165014,0,35.977,35.767,-389.772,-389.936,2458518.005,2458518.004,5.0988082,5.0987994,1.2001348,0.8504296,3058.812833,2792.831653,3.8319429,2.2687333,19.827421,19.827421,538.1908458,538.1908458,10.2209,10.2069,33.08155,32.96465,3703,3563,0.5639544,0.5309516
5952,PC,31.41,0.099,-0.099,0,6.646,0.104,-0.104,0,2459877.87,0.000824,-0.000824,0,3.1923193,0.0000047,-0.0000047,0,1.548,0.137,-0.137,0,5162,257.255,-257.255,0,13.949,0.871677,-0.871677,0,206.861,0,0,0,1056,0,0,0,11.6166,0.009,-0.009,0,554.658,17.439,-17.439,0,6003,128.8,-128.8,0,1.83,0.1,-0.1,0,31.509,31.311,6.75,6.542,2459877.871,2459877.87,3.192324,3.1923146,1.685,1.411,5419.255,4904.745,14.820677,13.077323,206.861,206.861,1056,1056,11.6256,11.6076,572.097,537.219,6131.8,5874.2,1.93,1.73
5953,PC,-0.54,2,-2,0,21.09,2,-2,0,2459880.994,0.00076,-0.00076,0,2.9172231,0.0000033,-0.0000033,0,1.243,0.097,-0.097,0,8434,382.227,-382.227,0,0,0,0,0,63.1506,0,0,0,785,0,0,0,12.12,0.018,-0.018,0,0,0,0,0,4843,28.1,-28.1,0,0,0,0,0,1.46,-2.54,23.09,19.09,2459880.994,2459880.993,2.9172264,2.9172198,1.34,1.146,8816.227,8051.773,0,0,63.1506,63.1506,785,785,12.138,12.102,0,0,4871.1,4814.9,0,0
5954,PC,-13.377,3.081,-3.081,0,-5.806,1.303,-1.303,0,2459876.667,0.001646,-0.001646,0,2.8979408,0.0000075,-0.0000075,0,2.932,0.568,-0.568,0,4503,179.085,-179.085,0,12.4152,0,0,0,2931.18,0,0,0,0,0,0,0,11.4737,0.006,-0.006,0,569.89,0,0,0,7767,0,0,0,1.97,0,0,0,-10.296,-16.458,-4.503,-7.109,2459876.669,2459876.665,2.8979483,2.8979333,3.5,2.364,4682.085,4323.915,12.4152,12.4152,2931.18,2931.18,0,0,11.4797,11.4677,569.89,569.89,7767,7767,1.97,1.97
5955,PC,-1.958,0.123,-0.123,0,-29.502,0.072,-0.072,0,2459855.606,0.003193,-0.003193,0,25.1745344,0.0041613,-0.0041613,0,4.865,0.654,-0.654,0,2786,116.549,-116.549,0,6.78671,0.443967,-0.443967,0,30.5175,0,0,0,654,0,0,0,10.5505,0.006,-0.006,0,245.424,4.028,-4.028,0,5776.9,138.2,-138.2,0,1.41,0.08,-0.08,0,-1.835,-2.081,-29.43,-29.574,2459855.609,2459855.603,25.1786957,25.1703731,5.519,4.211,2902.549,2669.451,7.230677,6.342743,30.5175,30.5175,654,654,10.5565,10.5445,249.452,241.396,5915.1,5638.7,1.49,1.33
5956,PC,8.799,0.031,-0.031,0,3.81,0.027,-0.027,0,2459881.637,0.001056,-0.001056,0,4.0673088,0.0000101,-0.0000101,0,2.623,0.191,-0.191,0,10855,395.171,-395.171,0,13.1156,0.660684,-0.660684,0,417.756,0,0,0,1259,0,0,0,12.8643,0.009,-0.009,0,685.554,8.9615,-8.9615,0,6333,130.6,-130.6,0,1.24,0.06,-0.06,0,8.83,8.768,3.837,3.783,2459881.638,2459881.636,4.0673189,4.0672987,2.814,2.432,11250.171,10459.829,13.776284,12.454916,417.756,417.756,1259,1259,12.8733,12.8553,694.5155,676.5925,6463.6,6202.4,1.3,1.18
5957,PC,5.159,0.032,-0.032,0,-2.085,0.032,-0.032,0,2459874.302,0.001899,-0.001899,0,3.9089363,0.0000163,-0.0000163,0,4.636,0.335,-0.335,0,7390,287.324,-287.324,0,15.0353,0,0,0,1032.67,0,0,0,1579,0,0,0,13.1349,0.008,-0.008,0,923.266,19.0865,-19.0865,0,5800,122,-122,0,1.87,0,0,0,5.191,5.127,-2.053,-2.117,2459874.303,2459874.3,3.9089526,3.90892,4.971,4.301,7677.324,7102.676,15.0353,15.0353,1032.67,1032.67,1579,1579,13.1429,13.1269,942.3525,904.1795,5922,5678,1.87,1.87
5958,PC,14.289,0.024,-0.024,0,-11.2,0.025,-0.025,0,2459856.664,0.003184,-0.003184,0,13.1471808,0.000095,-0.000095,0,4.471,0.508,-0.508,0,7691,422.926,-422.926,0,9.63171,0.611298,-0.611298,0,79.8277,0,0,0,832,0,0,0,12.8939,0.007,-0.007,0,544.396,5.006,-5.006,0,5670,127.8,-127.8,0,1.18,0.06,-0.06,0,14.313,14.265,-11.175,-11.225,2459856.667,2459856.661,13.1472758,13.1470858,4.979,3.963,8113.926,7268.074,10.243008,9.020412,79.8277,79.8277,832,832,12.9009,12.8869,549.402,539.39,5797.8,5542.2,1.24,1.12
5959,FP,49.441,0.048,-0.048,0,-1.619,0.032,-0.032,0,2459881.332,0.000681,-0.000681,0,9.7712443,0.0004497,-0.0004497,0,3.956,0.231,-0.231,0,34227,1190.53,-1190.53,0,15.2558,0.916465,-0.916465,0,104.782,0,0,0,891,0,0,0,12.1134,0.006,-0.006,0,243.593,2.7145,-2.7145,0,5294,121.5,-121.5,0,0.79,0.04,-0.04,0,49.489,49.393,-1.587,-1.651,2459881.333,2459881.332,9.771694,9.7707946,4.187,3.725,35417.53,33036.47,16.172265,14.339335,104.782,104.782,891,891,12.1194,12.1074,246.3075,240.8785,5415.5,5172.5,0.83,0.75
5960,PC,17.173,0.053,-0.053,0,4.53,0.049,-0.049,0,2459872.105,0.001498,-0.001498,0,5.2266285,0.000014,-0.000014,0,5.412,0.397,-0.397,0,6662,200.527,-200.527,0,15.6275,0.8214,-0.8214,0,1046.27,0,0,0,1584,0,0,0,11.9806,0.006,-0.006,0,696.374,14.518,-14.518,0,6205,173.2,-173.2,0,2,0.1,-0.1,0,17.226,17.12,4.579,4.481,2459872.107,2459872.104,5.2266425,5.2266145,5.809,5.015,6862.527,6461.473,16.4489,14.8061,1046.27,1046.27,1584,1584,11.9866,11.9746,710.892,681.856,6378.2,6031.8,2.1,1.9
5961,APC,-32.053,0.087,-0.087,0,-17.992,0.085,-0.085,0,2459881.945,0.001262,-0.001262,0,0.747693,0.000002,-0.000002,0,0.684,0.289,-0.289,0,3434,1210.82,-1210.82,0,6.17927,0.975121,-0.975121,0,414.266,0,0,0,1256,0,0,0,12.9672,0.006,-0.006,0,314.979,5.8315,-5.8315,0,4825,140.2,-140.2,0,0.86,0.06,-0.06,0,-31.966,-32.14,-17.907,-18.077,2459881.946,2459881.944,0.747695,0.747691,0.973,0.395,4644.82,2223.18,7.154391,5.204149,414.266,414.266,1256,1256,12.9732,12.9612,320.8105,309.1475,4965.2,4684.8,0.92,0.8
5962,APC,-29.488,0.058,-0.058,0,20.116,0.06,-0.06,0,2459304.419,0.000215,-0.000215,0,3.1123343,0.000001,-0.000001,0,2.388,0.094,-0.094,0,6080,431.621,-431.621,0,22.1621,4.44325,-4.44325,0,7091.97,0,0,0,2556,0,0,0,8.1327,0.006,-0.006,0,184.125,1.1845,-1.1845,0,7850,217,-217,0,1.92,0.06,-0.06,0,-29.43,-29.546,20.176,20.056,2459304.419,2459304.418,3.1123353,3.1123333,2.482,2.294,6511.621,5648.379,26.60535,17.71885,7091.97,7091.97,2556,2556,8.1387,8.1267,185.3095,182.9405,8067,7633,1.98,1.86
5963,APC,-6.631,0.049,-0.049,0,-8.574,0.044,-0.044,0,2459876.707,0.002579,-0.002579,0,7.8580085,0.0000281,-0.0000281,0,6.999,0.502,-0.502,0,4378,148.809,-148.809,0,21.4783,1.29399,-1.29399,0,908.368,0,0,0,1529,0,0,0,11.707,0.008,-0.008,0,1093.37,34.785,-34.785,0,6406,127.3,-127.3,0,3.5,0.19,-0.19,0,-6.582,-6.68,-8.53,-8.618,2459876.709,2459876.704,7.8580366,7.8579804,7.501,6.497,4526.809,4229.191,22.77229,20.18431,908.368,908.368,1529,1529,11.715,11.699,1128.155,1058.585,6533.3,6278.7,3.69,3.31
5964,PC,14.82,0.044,-0.044,0,3.008,0.03,-0.03,0,2459881.501,0.002982,-0.002982,0,10.3473602,0.0000563,-0.0000563,0,2.365,0.486,-0.486,0,7695,643.43,-643.43,0,10.117,0.706022,-0.706022,0,38.6952,0,0,0,694,0,0,0,12.6474,0.006,-0.006,0,510.917,6.071,-6.071,0,5672,124,-124,0,1.14,0.06,-0.06,0,14.864,14.776,3.038,2.978,2459881.504,2459881.498,10.3474165,10.3473039,2.851,1.879,8338.43,7051.57,10.823022,9.410978,38.6952,38.6952,694,694,12.6534,12.6414,516.988,504.846,5796,5548,1.2,1.08
5965,PC,-0.871,0.028,-0.028,0,3.66,0.025,-0.025,0,2459879.478,0.004245,-0.004245,0,3.6444426,0.0000207,-0.0000207,0,3.296,1.155,-1.155,0,6276,6225.79,-6225.79,0,19.0899,0,0,0,1872.26,0,0,0,1832,0,0,0,13.0803,0.007,-0.007,0,849.122,13.645,-13.645,0,5407,122,-122,0,1.88,0,0,0,-0.843,-0.899,3.685,3.635,2459879.482,2459879.473,3.6444633,3.6444219,4.451,2.141,12501.79,50.21,19.0899,19.0899,1872.26,1872.26,1832,1832,13.0873,13.0733,862.767,835.477,5529,5285,1.88,1.88
5966,PC,1.377,0.046,-0.046,0,2.83,0.044,-0.044,0,2459878.065,0.002312,-0.002312,0,2.3921761,0.0000157,-0.0000157,0,2.792,0.328,-0.328,0,8040,385.907,-385.907,0,12.2947,0.795747,-0.795747,0,1055.22,0,0,0,1587,0,0,0,12.3642,0.009,-0.009,0,628.024,12.0005,-12.0005,0,5817,128.6,-128.6,0,1.63,0.08,-0.08,0,1.423,1.331,2.874,2.786,2459878.067,2459878.063,2.3921918,2.3921604,3.12,2.464,8425.907,7654.093,13.090447,11.498953,1055.22,1055.22,1587,1587,12.3732,12.3552,640.0245,616.0235,5945.6,5688.4,1.71,1.55
5967,PC,-3.326,0.054,-0.054,0,-4.272,0.052,-0.052,0,2459868.61,0.002253,-0.002253,0,7.0346299,0.0000284,-0.0000284,0,2.565,0.618,-0.618,0,3746,377.046,-377.046,0,17.638,1.08551,-1.08551,0,533.148,0,0,0,1338,0,0,0,12.4954,0.014,-0.014,0,1183.88,36.425,-36.425,0,8294,165.7,-165.7,0,2.44,0.11,-0.11,0,-3.272,-3.38,-4.22,-4.324,2459868.612,2459868.607,7.0346583,7.0346015,3.183,1.947,4123.046,3368.954,18.72351,16.55249,533.148,533.148,1338,1338,12.5094,12.4814,1220.305,1147.455,8459.7,8128.3,2.55,2.33
5968,PC,-0.698,0.03,-0.03,0,-1.455,0.031,-0.031,0,2459879.051,0.001288,-0.001288,0,2.0323202,0.000004,-0.000004,0,2.786,0.234,-0.234,0,8896,324.446,-324.446,0,15.3325,0,0,0,5028.16,0,0,0,2345,0,0,0,13.0454,0.009,-0.009,0,1459.35,43.245,-43.245,0,8011,122,-122,0,1.68,0,0,0,-0.668,-0.728,-1.424,-1.486,2459879.052,2459879.049,2.0323242,2.0323162,3.02,2.552,9220.446,8571.554,15.3325,15.3325,5028.16,5028.16,2345,2345,13.0544,13.0364,1502.595,1416.105,8133,7889,1.68,1.68
5969,PC,81.917,0.047,-0.047,0,41.298,0.04,-0.04,0,2459831.799,0.001402,-0.001402,0,29.5406035,0.0000529,-0.0000529,0,3.382,0.15,-0.15,0,13065,397.042,-397.042,0,10.9471,0.556929,-0.556929,0,12.4858,0,0,0,523,0,0,0,12.0152,0.006,-0.006,0,322.084,3.203,-3.203,0,6315,240.6,-240.6,0,0.94,0.04,-0.04,0,81.964,81.87,41.338,41.258,2459831.801,2459831.798,29.5406564,29.5405506,3.532,3.232,13462.042,12667.958,11.504029,10.390171,12.4858,12.4858,523,523,12.0212,12.0092,325.287,318.881,6555.6,6074.4,0.98,0.9
5970,PC,4.407,0.034,-0.034,0,-1.833,0.033,-0.033,0,2459881.16,0.001867,-0.001867,0,3.0365848,0.0000154,-0.0000154,0,3.089,0.31,-0.31,0,8184,360.341,-360.341,0,17.0668,0,0,0,850.609,0,0,0,1504,0,0,0,13.1013,0.025,-0.025,0,837.654,11.849,-11.849,0,5928,122,-122,0,2.06,0,0,0,4.441,4.373,-1.8,-1.866,2459881.162,2459881.158,3.0366002,3.0365694,3.399,2.779,8544.341,7823.659,17.0668,17.0668,850.609,850.609,1504,1504,13.1263,13.0763,849.503,825.805,6050,5806,2.06,2.06
5971,PC,-6.868,0.067,-0.067,0,-25.703,0.043,-0.043,0,2459878.346,0.000617,-0.000617,0,5.1570194,0.0002571,-0.0002571,0,2.42,0.064,-0.064,0,16586,321.236,-321.236,0,12.0548,0.902532,-0.902532,0,50.6137,0,0,0,743,0,0,0,11.702,0.006,-0.006,0,159.96,1.549,-1.549,0,4476.1,112.6,-112.6,0,0.89,0.07,-0.07,0,-6.801,-6.935,-25.66,-25.746,2459878.346,2459878.345,5.1572765,5.1567623,2.484,2.356,16907.236,16264.764,12.957332,11.152268,50.6137,50.6137,743,743,11.708,11.696,161.509,158.411,4588.7,4363.5,0.96,0.82
5972,PC,4.392,0.04,-0.04,0,2.4,0.036,-0.036,0,2459881.309,0.002935,-0.002935,0,2.4784193,0.0000101,-0.0000101,0,1.687,0.362,-0.362,0,3910,514.179,-514.179,0,12.5391,0,0,0,493.403,0,0,0,1313,0,0,0,13.2805,0.008,-0.008,0,1093.22,30.59,-30.59,0,6115,123,-123,0,1.69,0,0,0,4.432,4.352,2.436,2.364,2459881.312,2459881.306,2.4784294,2.4784092,2.049,1.325,4424.179,3395.821,12.5391,12.5391,493.403,493.403,1313,1313,13.2885,13.2725,1123.81,1062.63,6238,5992,1.69,1.69
5973,CP,-4.633,0.052,-0.052,0,-17.577,0.053,-0.053,0,2460006.078,0.000253,-0.000253,0,6.4025295,0.0000014,-0.0000014,0,3.9233956,0.0203444,-0.0203444,0,3814.950895,20.11759,-20.11759,0,9.3002413,0.3856935,-0.3856935,0,623.0276834,0,0,0,1274.226362,0,0,0,8.5615,0.006,-0.006,0,123.297,0.469,-0.469,0,7056,206,-206,0,1.4072,0.0580025,-0.0580025,0,-4.581,-4.685,-17.524,-17.63,2460006.078,2460006.078,6.4025309,6.4025281,3.94374,3.9030512,3835.068485,3794.833305,9.6859348,8.9145478,623.0276834,623.0276834,1274.226362,1274.226362,8.5675,8.5555,123.766,122.828,7262,6850,1.4652025,1.3491975
5974,PC,-5.265,0.051,-0.051,0,-9.986,0.047,-0.047,0,2459868.567,0.003511,-0.003511,0,19.6518502,0.0027925,-0.0027925,0,2.525,0.967,-0.967,0,3125,322.754,-322.754,0,8.79457,0.679741,-0.679741,0,27.0742,0,0,0,635,0,0,0,10.7981,0.006,-0.006,0,358.734,4.216,-4.216,0,6359,159,-159,0,1.56,0.07,-0.07,0,-5.214,-5.316,-9.939,-10.033,2459868.571,2459868.564,19.6546427,19.6490577,3.492,1.558,3447.754,2802.246,9.474311,8.114829,27.0742,27.0742,635,635,10.8041,10.7921,362.95,354.518,6518,6200,1.63,1.49
5975,PC,0.119,0.059,-0.059,0,3.048,0.06,-0.06,0,2460223.783,0.009327,-0.009327,0,9.8326403,0.000115,-0.000115,0,4.827,0.821,-0.821,0,2767,216.514,-216.514,0,6.80252,0.500916,-0.500916,0,229.607,0,0,0,1084,0,0,0,12.5316,0.008,-0.008,0,606.891,12.681,-12.681,0,5966.4,107.1,-107.1,0,1.41,0.07,-0.07,0,0.178,0.06,3.108,2.988,2460223.792,2460223.773,9.8327553,9.8325253,5.648,4.006,2983.514,2550.486,7.303436,6.301604,229.607,229.607,1084,1084,12.5396,12.5236,619.572,594.21,6073.5,5859.3,1.48,1.34
5976,PC,-2.238,0.075,-0.075,0,-1.886,0.07,-0.07,0,2459878.775,0.002865,-0.002865,0,9.4321076,0.0022332,-0.0022332,0,3.852,0.383,-0.383,0,7052,302.433,-302.433,0,11.0911,0.655459,-0.655459,0,223.365,0,0,0,1077,0,0,0,12.0861,0.009,-0.009,0,615.666,16.1805,-16.1805,0,6704,131.6,-131.6,0,1.43,0.07,-0.07,0,-2.163,-2.313,-1.816,-1.956,2459878.778,2459878.772,9.4343408,9.4298744,4.235,3.469,7354.433,6749.567,11.746559,10.435641,223.365,223.365,1077,1077,12.0951,12.0771,631.8465,599.4855,6835.6,6572.4,1.5,1.36
5977,CP,14.046,0.037,-0.037,0,-29.305,0.021,-0.021,0,2459879.618,0.002554,-0.002554,0,3.8553342,0.0006445,-0.0006445,0,1.895,0.411,-0.411,0,6624,524.395,-524.395,0,4.94518,0.273157,-0.273157,0,41.8646,0,0,0,708,0,0,0,12.6758,0.007,-0.007,0,133.122,0.535,-0.535,0,3909,157,-157,0,0.6,0.02,-0.02,0,14.083,14.009,-29.284,-29.326,2459879.621,2459879.616,3.8559787,3.8546897,2.306,1.484,7148.395,6099.605,5.218337,4.672023,41.8646,41.8646,708,708,12.6828,12.6688,133.657,132.587,4066,3752,0.62,0.58
5978,PC,13.665,0.032,-0.032,0,10.157,0.039,-0.039,0,2459881.613,0.000975,-0.000975,0,1.5554236,0.0000021,-0.0000021,0,1.916,0.114,-0.114,0,18149,644.252,-644.252,0,13.1166,0,0,0,711.089,0,0,0,1438,0,0,0,13.2049,0.006,-0.006,0,498.044,5.456,-5.456,0,5318,122,-122,0,1.01,0,0,0,13.697,13.633,10.196,10.118,2459881.614,2459881.612,1.5554257,1.5554215,2.03,1.802,18793.252,17504.748,13.1166,13.1166,711.089,711.089,1438,1438,13.2109,13.1989,503.5,492.588,5440,5196,1.01,1.01
5979,PC,39.607,0.063,-0.063,0,-59.835,0.043,-0.043,0,2459867.416,0.003088,-0.003088,0,8.555965,0.0000289,-0.0000289,0,1.865,0.302,-0.302,0,12373,879.777,-879.777,0,5.09342,0.256758,-0.256758,0,4.00885,0,0,0,394,0,0,0,13.104,0.007,-0.007,0,83.7373,0.3534,-0.3534,0,3376,157,-157,0,0.44,0.01,-0.01,0,39.67,39.544,-59.792,-59.878,2459867.419,2459867.413,8.5559939,8.5559361,2.167,1.563,13252.777,11493.223,5.350178,4.836662,4.00885,4.00885,394,394,13.111,13.097,84.0907,83.3839,3533,3219,0.45,0.43
5980,PC,0.417,0.044,-0.044,0,-4.429,0.036,-0.036,0,2459880.972,0.002125,-0.002125,0,3.8857292,0.0000353,-0.0000353,0,1.928,0.378,-0.378,0,6215,528.824,-528.824,0,13.8034,0,0,0,248.774,0,0,0,1106,0,0,0,13.0145,0.007,-0.007,0,1027.44,31.849,-31.849,0,6084,122,-122,0,1.79,0,0,0,0.461,0.373,-4.393,-4.465,2459880.974,2459880.97,3.8857645,3.8856939,2.306,1.55,6743.824,5686.176,13.8034,13.8034,248.774,248.774,1106,1106,13.0215,13.0075,1059.289,995.591,6206,5962,1.79,1.79
5981,PC,-13.385,0.087,-0.087,0,12.683,0.073,-0.073,0,2459879.249,0.002509,-0.002509,0,3.0922512,0.0004608,-0.0004608,0,1.936,0.468,-0.468,0,44139,17012.4,-17012.4,0,15.731,3.03241,-3.03241,0,64.8463,0,0,0,790,0,0,0,14.3279,0.007,-0.007,0,313.996,5.6735,-5.6735,0,3661,157,-157,0,0.68,0.02,-0.02,0,-13.298,-13.472,12.756,12.61,2459879.251,2459879.246,3.092712,3.0917904,2.404,1.468,61151.4,27126.6,18.76341,12.69859,64.8463,64.8463,790,790,14.3349,14.3209,319.6695,308.3225,3818,3504,0.7,0.66
5982,PC,1.463,0.054,-0.054,0,-1.45,0.049,-0.049,0,2459880.856,0.000844,-0.000844,0,3.3338016,0.0000034,-0.0000034,0,2.902,0.358,-0.358,0,5100,97.3139,-97.3139,0,15.1293,0.620812,-0.620812,0,2284.74,0,0,0,1926,0,0,0,11.6181,0.009,-0.009,0,960.874,29.191,-29.191,0,7894,130.3,-130.3,0,2.17,0.09,-0.09,0,1.517,1.409,-1.401,-1.499,2459880.857,2459880.855,3.333805,3.3337982,3.26,2.544,5197.3139,5002.6861,15.750112,14.508488,2284.74,2284.74,1926,1926,11.6271,11.6091,990.065,931.683,8024.3,7763.7,2.26,2.08
5983,PC,19.32,0.04,-0.04,0,-2.873,0.056,-0.056,0,2459875.789,0.001105,-0.001105,0,4.6071277,0.0000115,-0.0000115,0,2.266,0.212,-0.212,0,17579,858.528,-858.528,0,10.6145,0.76421,-0.76421,0,87.2497,0,0,0,851,0,0,0,12.9192,0.007,-0.007,0,314.824,3.5105,-3.5105,0,4928,125,-125,0,0.82,0.05,-0.05,0,19.36,19.28,-2.817,-2.929,2459875.79,2459875.788,4.6071392,4.6071162,2.478,2.054,18437.528,16720.472,11.37871,9.85029,87.2497,87.2497,851,851,12.9262,12.9122,318.3345,311.3135,5053,4803,0.87,0.77
5984,FP,-20.119,0.097,-0.097,0,7.542,0.104,-0.104,0,2458523.943,0.000418,-0.000418,0,7.574675,0.0000044,-0.0000044,0,3.0847866,0.0376655,-0.0376655,0,6208.064931,75.560074,-75.560074,0,13.4069567,0.6467533,-0.6467533,0,516.8517446,0,0,0,1216.07748,0,0,0,10.1913,0.008,-0.008,0,275.377,7.6635,-7.6635,0,6422,197,-197,0,1.4885499,0.0707236,-0.0707236,0,-20.022,-20.216,7.646,7.438,2458523.944,2458523.943,7.5746794,7.5746706,3.1224521,3.0471211,6283.625005,6132.504857,14.05371,12.7602034,516.8517446,516.8517446,1216.07748,1216.07748,10.1993,10.1833,283.0405,267.7135,6619,6225,1.5592735,1.4178263
5985,PC,1.272,0.027,-0.027,0,-6.174,0.026,-0.026,0,2459880.187,0.002475,-0.002475,0,4.3518774,0.0000134,-0.0000134,0,3.284,0.306,-0.306,0,6682,258.491,-258.491,0,12.0164,0.619462,-0.619462,0,673.068,0,0,0,1419,0,0,0,12.6848,0.009,-0.009,0,891.159,13.56,-13.56,0,6496.3,103.2,-103.2,0,1.61,0.07,-0.07,0,1.299,1.245,-6.148,-6.2,2459880.19,2459880.185,4.3518908,4.351864,3.59,2.978,6940.491,6423.509,12.635862,11.396938,673.068,673.068,1419,1419,12.6938,12.6758,904.719,877.599,6599.5,6393.1,1.68,1.54
5986,PC,-24.097,0.038,-0.038,0,-16.959,0.041,-0.041,0,2459836.451,0.004452,-0.004452,0,24.8366994,0.0001507,-0.0001507,0,4.793,0.618,-0.618,0,10898,525.09,-525.09,0,8.57154,0.557894,-0.557894,0,40.0666,0,0,0,700,0,0,0,12.735,0.006,-0.006,0,391.594,2.9705,-2.9705,0,6334,395.9,-395.9,0,0.89,0.05,-0.05,0,-24.059,-24.135,-16.918,-17,2459836.455,2459836.447,24.8368501,24.8365487,5.411,4.175,11423.09,10372.91,9.129434,8.013646,40.0666,40.0666,700,700,12.741,12.729,394.5645,388.6235,6729.9,5938.1,0.94,0.84
5987,PC,-1.031,0.058,-0.058,0,-11.382,0.042,-0.042,0,2459870.642,0.001922,-0.001922,0,9.8538051,0.0000255,-0.0000255,0,4.048,0.258,-0.258,0,14768,562.478,-562.478,0,13.3007,0,0,0,102.929,0,0,0,887,0,0,0,13.0754,0.009,-0.009,0,581.095,15.656,-15.656,0,5634,122,-122,0,1.11,0,0,0,-0.973,-1.089,-11.34,-11.424,2459870.644,2459870.64,9.8538306,9.8537796,4.306,3.79,15330.478,14205.522,13.3007,13.3007,102.929,102.929,887,887,13.0844,13.0664,596.751,565.439,5756,5512,1.11,1.11
5988,PC,13.999,0.044,-0.044,0,-3.515,0.035,-0.035,0,2459876.5,0.000729,-0.000729,0,3.7069545,0.0000057,-0.0000057,0,2.38,0.159,-0.159,0,7766,187.597,-187.597,0,12.7103,0.61051,-0.61051,0,517.456,0,0,0,1328,0,0,0,11.1585,0.006,-0.006,0,377.069,4.11,-4.11,0,6643,270.3,-270.3,0,1.49,0.07,-0.07,0,14.043,13.955,-3.48,-3.55,2459876.501,2459876.499,3.7069602,3.7069488,2.539,2.221,7953.597,7578.403,13.32081,12.09979,517.456,517.456,1328,1328,11.1645,11.1525,381.179,372.959,6913.3,6372.7,1.56,1.42
5989,PC,-11.278,0.04,-0.04,0,1.015,0.025,-0.025,0,2459869.411,0.003886,-0.003886,0,6.6283182,0.0000794,-0.0000794,0,4.344,0.526,-0.526,0,5378,343.766,-343.766,0,9.65916,0.654109,-0.654109,0,273.774,0,0,0,1133,0,0,0,12.8741,0.007,-0.007,0,631.946,12.1075,-12.1075,0,5528,123.6,-123.6,0,1.35,0.07,-0.07,0,-11.238,-11.318,1.04,0.99,2459869.415,2459869.407,6.6283976,6.6282388,4.87,3.818,5721.766,5034.234,10.313269,9.005051,273.774,273.774,1133,1133,12.8811,12.8671,644.0535,619.8385,5651.6,5404.4,1.42,1.28
5990,APC,17.828,0.046,-0.046,0,-142.608,0.048,-0.048,0,2459872.368,0.001318,-0.001318,0,7.8209807,0.0009544,-0.0009544,0,1.183,0.403,-0.403,0,15145,21576,-21576,0,14.2139,4.73496,-4.73496,0,43.9112,0,0,0,717,0,0,0,12.8967,0.007,-0.007,0,374.957,4.0135,-4.0135,0,5917,125.6,-125.6,0,0.71,0.04,-0.04,0,17.874,17.782,-142.56,-142.656,2459872.37,2459872.367,7.8219351,7.8200263,1.586,0.78,36721,-6431,18.94886,9.47894,43.9112,43.9112,717,717,12.9037,12.8897,378.9705,370.9435,6042.6,5791.4,0.75,0.67
