koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,koipos,koineg,koiperpos,koiperneg,koitimepos,koitimeneg,koidurpos,koidurneg,koidepthpos,koidepthneg,koipradpos,koipradneg,koiteqpos,koiteqneg,koinsolpos,koinsolneg,koisteffpos,koisteffneg,koisloggpos,koisloggneg,koisradpos,koisradneg
FALSE POSITIVE,FALSE POSITIVE,0,43.797829,0.00000711,-0.00000711,172.60192,0.00013,-0.00013,7.70289,0.00748,-0.00748,415020,341,-341,93.43,22.57,-10.41,668,0,0,47.15,32.86,-15.76,1375.1,6860,167,-286,4.326,0.066,-0.154,1.292,0.312,-0.144,13.478,43.79783611,43.79782189,43.79783611,43.79782189,172.60205,172.60179,7.71037,7.69541,415361,414679,116,83.02,668,668,80.01,31.39,7027,6574,4.392,4.172,1.604,1.148
FALSE POSITIVE,FALSE POSITIVE,0,4.254417651,0.000000359,-0.000000359,133.8376474,0.0000703,-0.0000703,6.55436,0.00678,-0.00678,294550,196,-196,133.79,36.95,-26.86,1360,0,0,806.64,680.27,-366.24,2074.5,6292,198,-242,4.256,0.185,-0.185,1.235,0.341,-0.248,13.438,4.25441801,4.254417292,4.25441801,4.254417292,133.8377177,133.8375771,6.56114,6.54758,294746,294354,170.74,106.93,1360,1360,1486.91,440.4,6490,6050,4.441,4.071,1.576,0.987
FALSE POSITIVE,FALSE POSITIVE,0,18.77816216,0.00000113,-0.00000113,149.6776416,0.0000484,-0.0000484,8.1018,0.0025,-0.0025,488410,174,-174,127.57,37.52,-33.8,1002,0,0,238.5,207.28,-129.86,3788.7,6794,189,-284,4.102,0.214,-0.175,1.71,0.503,-0.453,13.944,18.77816329,18.77816103,18.77816329,18.77816103,149.67769,149.6775932,8.1043,8.0993,488584,488236,165.09,93.77,1002,1002,445.78,108.64,6983,6510,4.316,3.927,2.213,1.257
FALSE POSITIVE,FALSE POSITIVE,0,1.25451792,0,0,131.7413568,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.525,1.25451792,1.25451792,1.25451792,1.25451792,131.7413568,131.7413568,2.64,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE POSITIVE,FALSE POSITIVE,0,1.575710265,0.000000152,-0.000000152,131.692741,0.0000798,-0.0000798,6.83787,0.00463,-0.00463,173950,95.4,-95.4,246.75,36.44,-67.71,2630,0,0,11307.3,4213.53,-5765.39,1975.1,5017,52,-89,3.35,0.168,-0.112,4.293,0.634,-1.178,12.392,1.575710417,1.575710113,1.575710417,1.575710113,131.6928208,131.6926612,6.8425,6.83324,174045.4,173854.6,283.19,179.04,2630,2630,15520.83,5541.91,5069,4928,3.518,3.238,4.927,3.115
FALSE POSITIVE,FALSE POSITIVE,0,2.534740757,0.000000427,-0.000000427,133.477837,0.00014,-0.00014,4.85013,0.00772,-0.00772,364350,627,-627,52.52,11.84,-5.04,1230,0,0,541.27,362.91,-144.87,675.7,5810,157,-157,4.56,0.05,-0.15,0.781,0.176,-0.075,13.798,2.534741184,2.53474033,2.534741184,2.53474033,133.477977,133.477697,4.85785,4.84241,364977,363723,64.36,47.48,1230,1230,904.18,396.4,5967,5653,4.61,4.41,0.957,0.706
FALSE POSITIVE,FALSE POSITIVE,0,37.59406667,0.0000167,-0.0000167,168.578815,0.000374,-0.000374,8.9943,0.0189,-0.0189,28618,75.5,-75.5,43.08,10.86,-6.67,554,0,0,22.2,16.47,-8.15,485.8,5941,159,-177,4.426,0.124,-0.171,0.917,0.231,-0.142,15.632,37.59408337,37.59404997,37.59408337,37.59404997,168.579189,168.578441,9.0132,8.9754,28693.5,28542.5,53.94,36.41,554,554,38.67,14.05,6100,5764,4.55,4.255,1.148,0.775
FALSE POSITIVE,FALSE POSITIVE,0,3.6972959,0.0001748,-0.0001748,131.753,0.0343,-0.0343,21.335,0,0,19.7,0.6,-0.6,1.07,0.32,-0.32,1571,0,0,1438.97,1266.31,-831.78,23.6,6313,177,-243,4.12,0.24,-0.18,1.594,0.474,-0.474,11.956,3.6974707,3.6971211,3.6974707,3.6971211,131.7873,131.7187,21.335,21.335,20.3,19.1,1.39,0.75,1571,1571,2705.28,607.19,6490,6070,4.36,3.94,2.068,1.12
FALSE POSITIVE,FALSE POSITIVE,0,6.855624762,0.000000447,-0.000000447,136.0224296,0.000053,-0.000053,3.02199,0.0025,-0.0025,70873,53.2,-53.2,33.93,9.69,-3.46,987,0,0,224.32,192.96,-64.16,1397.7,6109,183,-183,4.476,0.067,-0.202,0.931,0.266,-0.095,14.767,6.855625209,6.855624315,6.855625209,6.855624315,136.0224826,136.0223766,3.02449,3.01949,70926.2,70819.8,43.62,30.47,987,987,417.28,160.16,6292,5926,4.543,4.274,1.197,0.836
FALSE POSITIVE,FALSE POSITIVE,0,80.7060641,0.0000615,-0.0000615,139.436835,0.000628,-0.000628,6.8899,0.0512,-0.0512,11852,62,-62,15.47,4.75,-1.58,428,0,0,7.96,7.14,-2.34,268.1,6053,162,-198,4.494,0.052,-0.208,0.949,0.291,-0.097,15.395,80.7061256,80.7060026,80.7061256,80.7060026,139.437463,139.436207,6.9411,6.8387,11914,11790,20.22,13.89,428,428,15.1,5.62,6215,5855,4.546,4.286,1.24,0.852
FALSE POSITIVE,FALSE POSITIVE,0,2.17814513,0.00001321,-0.00001321,132.02979,0.00584,-0.00584,2.321,0.178,-0.178,136,11.9,-11.9,1.22,0.37,-0.13,1428,0,0,981.63,881.06,-288.97,13.8,6053,162,-198,4.494,0.052,-0.208,0.949,0.291,-0.097,15.395,2.17815834,2.17813192,2.17815834,2.17813192,132.03563,132.02395,2.499,2.143,147.9,124.1,1.59,1.09,1428,1428,1862.69,692.66,6215,5855,4.546,4.286,1.24,0.852
FALSE POSITIVE,FALSE POSITIVE,0,1.089077111,0.000000392,-0.000000392,132.024245,0.000289,-0.000289,3.8834,0.0193,-0.0193,304070,1705,-1705,77.59,21.77,-15.84,2045,0,0,4147.85,3417.5,-1820.43,476.6,6126,165,-183,4.285,0.18,-0.18,1.176,0.33,-0.24,9.177,1.089077503,1.089076719,1.089077503,1.089076719,132.024534,132.023956,3.9027,3.8641,305775,302365,99.36,61.75,2045,2045,7565.35,2327.42,6291,5943,4.465,4.105,1.506,0.936
FALSE POSITIVE,FALSE POSITIVE,0,1.089057762,0.000008619,-0.000008619,132.03859,0.00835,-0.00835,1.637,0.25,-0.25,37.4,5.2,-5.2,0.44,0.05,-0.04,1404,0,0,917.78,354.84,-236.14,9.2,5096,153,-138,4.582,0.05,-0.061,0.737,0.081,-0.066,14.122,1.089066381,1.089049143,1.089066381,1.089049143,132.04694,132.03024,1.887,1.387,42.6,32.2,0.49,0.4,1404,1404,1272.62,681.64,5249,4958,4.632,4.521,0.818,0.671
FALSE POSITIVE,FALSE POSITIVE,0.016,0.379412331,0.000003003,-0.000003003,131.61159,0.00855,-0.00855,1.561,0.108,-0.108,594,38.4,-38.4,1.59,0.09,-0.14,1643,0,0,1724.34,504.35,-483.07,20.2,4331,151,-166,4.62,0.042,-0.025,0.666,0.041,-0.055,14.785,0.379415334,0.379409328,0.379415334,0.379409328,131.62014,131.60304,1.669,1.453,632.4,555.6,1.68,1.45,1643,1643,2228.69,1241.27,4482,4165,4.662,4.595,0.707,0.611
FALSE POSITIVE,FALSE POSITIVE,0,0.585940879,0.000000435,-0.000000435,131.705742,0.00066,-0.00066,4.6979,0.0663,-0.0663,1943.6,13.6,-13.6,26.57,5.43,-2.34,1873,0,0,2897.54,1926.34,-806.74,189.9,5459,191,-191,4.583,0.032,-0.128,0.797,0.163,-0.07,15.912,0.585941314,0.585940444,0.585941314,0.585940444,131.706402,131.705082,4.7642,4.6316,1957.2,1930,32,24.23,1873,1873,4823.88,2090.8,5650,5268,4.615,4.455,0.96,0.727
CANDIDATE,CANDIDATE,0.971,3.90735046,0.0000613,-0.0000613,133.7385,0.013,-0.013,2.896,0.408,-0.408,109.3,14.1,-14.1,0.83,0.16,-0.06,1007,0,0,243.14,138.15,-60.96,10,5497,147,-164,4.577,0.032,-0.136,0.809,0.152,-0.065,15.283,3.90741176,3.90728916,3.90741176,3.90728916,133.7515,133.7255,3.304,2.488,123.4,95.2,0.99,0.77,1007,1007,381.29,182.18,5644,5333,4.609,4.441,0.961,0.744
FALSE POSITIVE,FALSE POSITIVE,0,0.646523404,0.000009883,-0.000009883,131.6881,0.0108,-0.0108,3.917,0.715,-0.715,25.2,2.7,-2.7,0.85,0.28,-0.15,3163,0,0,23676.16,23849.25,-10301.81,14.2,7257,230,-316,4.185,0.108,-0.201,1.631,0.54,-0.291,12.884,0.646533287,0.646513521,0.646533287,0.646513521,131.6989,131.6773,4.632,3.202,27.9,22.5,1.13,0.7,3163,3163,47525.41,13374.35,7487,6941,4.293,3.984,2.171,1.34
FALSE POSITIVE,FALSE POSITIVE,0,0.626431697,0.000000224,-0.000000224,131.899296,0.000284,-0.000284,2.0171,0.0209,-0.0209,37224,266,-266,34.05,3.63,-3.64,1709,0,0,2003.98,792.55,-571.42,174,5134,170,-139,4.56,0.084,-0.056,0.721,0.077,-0.077,15.594,0.626431921,0.626431473,0.626431921,0.626431473,131.89958,131.899012,2.038,1.9962,37490,36958,37.68,30.41,1709,1709,2796.53,1432.56,5304,4995,4.644,4.504,0.798,0.644
FALSE POSITIVE,FALSE POSITIVE,0,2.696354974,0.000000151,-0.000000151,132.9926416,0.0000466,-0.0000466,5.39585,0.00199,-0.00199,245990,113,-113,80.71,21.88,-24.28,1815,0,0,2560.78,1962.53,-1441.09,2717,6472,146,-178,4.08,0.293,-0.158,1.579,0.428,-0.475,11.009,2.696355125,2.696354823,2.696355125,2.696354823,132.9926882,132.992595,5.39784,5.39386,246103,245877,102.59,56.43,1815,1815,4523.31,1119.69,6618,6294,4.373,3.922,2.007,1.104
CANDIDATE,CANDIDATE,0.902,377.501257,0.00877,-0.00877,278.8375,0.0164,-0.0164,11.98,0.595,-0.595,541.4,46,-46,2.16,0.32,-0.1,242,0,0,0.81,0.31,-0.11,13.9,5751,78,-78,4.508,0.021,-0.119,0.94,0.138,-0.043,15.044,377.510027,377.492487,377.510027,377.492487,278.8539,278.8211,12.575,11.385,587.4,495.4,2.48,2.06,242,242,1.12,0.7,5829,5673,4.529,4.389,1.078,0.897
FALSE POSITIVE,FALSE POSITIVE,0,14.76288917,0.00000161,-0.00000161,133.7747853,0.0000893,-0.0000893,6.52705,0.00443,-0.00443,79330,48.4,-48.4,53.72,15.11,-10.06,759,0,0,78.43,64.64,-31.94,1779.1,5691,152,-152,4.354,0.162,-0.18,1.031,0.29,-0.193,15.095,14.76289078,14.76288756,14.76289078,14.76288756,133.7748746,133.774696,6.53148,6.52262,79378.4,79281.6,68.83,43.66,759,759,143.07,46.49,5843,5539,4.516,4.174,1.321,0.838
FALSE POSITIVE,FALSE POSITIVE,0,4.5638537,0.0001326,-0.0001326,133.2096,0.0279,-0.0279,13.05,1.3,-1.3,71.9,5.2,-5.2,2.97,1.41,-1.56,1533,0,0,1305.08,1967.04,-1049.27,16.8,5446,196,-183,3.793,0.51,-0.51,2.39,1.136,-1.257,13.984,4.5639863,4.5637211,4.5639863,4.5637211,133.2375,133.1817,14.35,11.75,77.1,66.7,4.38,1.41,1533,1533,3272.12,255.81,5642,5263,4.303,3.283,3.526,1.133
FALSE POSITIVE,FALSE POSITIVE,0,1.463775066,0.0000053,-0.0000053,132.80636,0.00338,-0.00338,0.953,0.135,-0.135,45.1,4.9,-4.9,1.2,0.24,-0.3,2308,0,0,6722.29,4102.75,-3440.04,12.7,6781,182,-243,4.125,0.18,-0.135,1.651,0.336,-0.41,13.169,1.463780366,1.463769766,1.463780366,1.463769766,132.80974,132.80298,1.088,0.818,50,40.2,1.44,0.9,2308,2308,10825.04,3282.25,6963,6538,4.305,3.99,1.987,1.241
FALSE POSITIVE,FALSE POSITIVE,0,8.098754149,0.000000258,-0.000000258,134.775324,0.0000263,-0.0000263,5.62354,0.00178,-0.00178,56616,9.4,-9.4,123.02,35.72,-32.07,1176,0,0,452.03,390.47,-241.75,5402,6328,181,-250,4.16,0.214,-0.175,1.45,0.421,-0.378,11.587,8.098754407,8.098753891,8.098754407,8.098753891,134.7753503,134.7752977,5.62532,5.62176,56625.4,56606.6,158.74,90.95,1176,1176,842.5,210.28,6509,6078,4.374,3.985,1.871,1.072
FALSE POSITIVE,FALSE POSITIVE,0,0.587938916,0.000000047,-0.000000047,132.057929,0.0000629,-0.0000629,1.40211,0.00817,-0.00817,7339.5,5.3,-5.3,29.98,3.6,-3.25,1800,0,0,2476.75,1018.83,-708.94,563,5237,156,-140,4.543,0.088,-0.072,0.74,0.089,-0.08,12.735,0.587938963,0.587938869,0.587938963,0.587938869,132.0579919,132.0578661,1.41028,1.39394,7344.8,7334.2,33.58,26.73,1800,1800,3495.58,1767.81,5393,5097,4.631,4.471,0.829,0.66
FALSE POSITIVE,FALSE POSITIVE,0.041,246.87131,0.01933,-0.01933,220.3739,0.0838,-0.0838,10.69,2.4,-2.4,433.6,72.8,-72.8,2.02,0.68,-0.22,302,0,0,1.97,2.05,-0.67,6.9,6168,219,-263,4.488,0.054,-0.216,0.96,0.32,-0.107,15.884,246.89064,246.85198,246.89064,246.85198,220.4577,220.2901,13.09,8.29,506.4,360.8,2.7,1.8,302,302,4.02,1.3,6387,5905,4.542,4.272,1.28,0.853
FALSE POSITIVE,FALSE POSITIVE,0,0.71957289,0,0,131.98038,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,145.63,128.69,-61.53,0,0,0,0,0,0,0,0,0,0,12.902,0.71957289,0.71957289,0.71957289,0.71957289,131.98038,131.98038,1.79,1.79,0,0,0,0,0,0,274.32,84.1,0,0,0,0,0,0
FALSE POSITIVE,FALSE POSITIVE,0,1.559090282,0.000000164,-0.000000164,131.7719964,0.0000865,-0.0000865,4.95211,0.00612,-0.00612,226980,226,-226,129.87,26.87,-49.94,2905,0,0,16893.61,10976.1,-11623.88,1315.5,7279,230,-345,3.856,0.33,-0.132,2.624,0.543,-1.009,13.575,1.559090446,1.559090118,1.559090446,1.559090118,131.7720829,131.7719099,4.95823,4.94599,227206,226754,156.74,79.93,2905,2905,27869.71,5269.73,7509,6934,4.186,3.724,3.167,1.615
FALSE POSITIVE,FALSE POSITIVE,0.001,1.81993557,0.00001852,-0.00001852,132.52714,0.00924,-0.00924,2.43,0.566,-0.566,109.1,17.7,-17.7,0.66,0.06,-0.07,907,0,0,159.62,52.24,-47.87,10.1,4205,125,-138,4.668,0.059,-0.027,0.578,0.05,-0.061,15.435,1.81995409,1.81991705,1.81995409,1.81991705,132.53638,132.5179,2.996,1.864,126.8,91.4,0.72,0.59,907,907,211.86,111.75,4330,4067,4.727,4.641,0.628,0.517
FALSE POSITIVE,FALSE POSITIVE,0,0.612888148,0.000004563,-0.000004563,131.96372,0.00693,-0.00693,2.822,0.238,-0.238,43.1,3.4,-3.4,0.93,0.31,-0.15,2796,0,0,14401.76,13652.09,-5836.12,15.9,6720,161,-261,4.276,0.087,-0.203,1.368,0.453,-0.226,13.725,0.612892711,0.612883585,0.612892711,0.612883585,131.97065,131.95679,3.06,2.584,46.5,39.7,1.24,0.78,2796,2796,28053.85,8565.64,6881,6459,4.363,4.073,1.821,1.142
FALSE POSITIVE,FALSE POSITIVE,0,15.54135882,0.000001501,-0.000001501,141.9557755,0.0000772,-0.0000772,2.44433,0.00267,-0.00267,10308,7.4,-7.4,149.19,27.57,-30.3,1174,0,0,448.22,211.09,-180.2,773.4,5092,60,-76,3.42,0.143,-0.117,3.54,0.654,-0.719,12.658,15.54136032,15.54135732,15.54136032,15.54135732,141.9558527,141.9556983,2.447,2.44166,10315.4,10300.6,176.76,118.89,1174,1174,659.31,268.02,5152,5016,3.563,3.303,4.194,2.821
CANDIDATE,CANDIDATE,0.875,7.1969168,0.0001483,-0.0001483,133.4145,0.0127,-0.0127,4.525,0.429,-0.429,47.1,5.6,-5.6,1.1,0.18,-0.27,1132,0,0,388.54,170.24,-178.56,10.4,5530,82,-66,4.045,0.217,-0.093,1.575,0.259,-0.389,13.44,7.1970651,7.1967685,7.1970651,7.1967685,133.4272,133.4018,4.954,4.096,52.7,41.5,1.28,0.83,1132,1132,558.78,209.98,5612,5464,4.262,3.952,1.834,1.186
FALSE POSITIVE,FALSE POSITIVE,0,12.8177012,0.0002311,-0.0002311,143.6091,0.0167,-0.0167,3.465,0.425,-0.425,75.6,10.9,-10.9,1.21,0.55,-0.3,999,0,0,235.16,314.23,-118.57,8,6290,170,-202,4.151,0.234,-0.234,1.385,0.622,-0.344,13.505,12.8179323,12.8174701,12.8179323,12.8174701,143.6258,143.5924,3.89,3.04,86.5,64.7,1.76,0.91,999,999,549.39,116.59,6460,6088,4.385,3.917,2.007,1.041
FALSE POSITIVE,FALSE POSITIVE,0,2.274628199,0.000000143,-0.000000143,132.0170362,0.0000521,-0.0000521,4.52648,0.00225,-0.00225,103970,33.1,-33.1,104.26,24.68,-45.84,2092,0,0,4536.51,3222.97,-3303.99,2047.9,6389,181,-227,3.914,0.435,-0.145,1.947,0.461,-0.856,11.152,2.274628342,2.274628056,2.274628342,2.274628056,132.0170883,132.0169841,4.52873,4.52423,104003.1,103936.9,128.94,58.42,2092,2092,7759.48,1232.52,6570,6162,4.349,3.769,2.408,1.091
FALSE POSITIVE,FALSE POSITIVE,0,85.338393,0.001547,-0.001547,215.564,0.011,-0.011,8.5,1.2,-1.2,633,39.5,-39.5,11.4,1.31,-0.8,741,0,0,71.36,21.94,-12.6,27.9,4850,63,-58,3.134,0.03,-0.03,4.696,0.537,-0.331,12.881,85.33994,85.336846,85.33994,85.336846,215.575,215.553,9.7,7.3,672.5,593.5,12.71,10.6,741,741,93.3,58.76,4913,4792,3.164,3.104,5.233,4.365
FALSE POSITIVE,FALSE POSITIVE,0,5.499941793,0.000002204,-0.000002204,132.816764,0.000334,-0.000334,11.3096,0.028,-0.028,47751,71.7,-71.7,59.94,9.92,-14.86,1878,0,0,2942.15,1224.38,-1355.56,814.1,7079,74,-84,3.827,0.196,-0.098,2.634,0.436,-0.653,13.37,5.499943997,5.499939589,5.499943997,5.499939589,132.817098,132.81643,11.3376,11.2816,47822.7,47679.3,69.86,45.08,1878,1878,4166.53,1586.59,7153,6995,4.023,3.729,3.07,1.981
FALSE POSITIVE,FALSE POSITIVE,0,2.629870555,0.000000486,-0.000000486,132.067717,0.000156,-0.000156,6.606,0.01,-0.01,101310,166,-166,34.05,9.19,-6.13,1291,0,0,659.45,522.55,-261.58,1026,5566,149,-149,4.382,0.175,-0.193,0.967,0.261,-0.174,14.043,2.629871041,2.629870069,2.629871041,2.629870069,132.067873,132.067561,6.616,6.596,101476,101144,43.24,27.92,1291,1291,1182,397.87,5715,5417,4.557,4.189,1.228,0.793
FALSE POSITIVE,FALSE POSITIVE,0,1.97362159,0,0,131.90168,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,1767.45,2046.45,-777.12,0,0,0,0,0,0,0,0,0,0,13.954,1.97362159,1.97362159,1.97362159,1.97362159,131.90168,131.90168,3.29,3.29,0,0,0,0,0,0,3813.9,990.33,0,0,0,0,0,0
CANDIDATE,CANDIDATE,0.894,0.947554749,0.000004034,-0.000004034,131.87955,0.00359,-0.00359,1.097,0.11,-0.11,65.4,6.7,-6.7,0.67,0.08,-0.02,1633,0,0,1680.03,543.9,-197.91,12.4,5508,74,-82,4.569,0.011,-0.105,0.84,0.101,-0.027,13.853,0.947558783,0.947550715,0.947558783,0.947550715,131.88314,131.87596,1.207,0.987,72.1,58.7,0.75,0.65,1633,1633,2223.93,1482.12,5582,5426,4.58,4.464,0.941,0.813
FALSE POSITIVE,FALSE POSITIVE,0,6.62761199,0.000000269,-0.000000269,132.5466377,0.0000332,-0.0000332,6.15281,0.00132,-0.00132,227140,29.2,-29.2,82.03,25.17,-16.8,1204,0,0,496.41,439.42,-218.43,4355.5,6316,158,-189,4.231,0.18,-0.18,1.333,0.409,-0.273,13.558,6.627612259,6.627611721,6.627612259,6.627611721,132.5466709,132.5466045,6.15413,6.15149,227169.2,227110.8,107.2,65.23,1204,1204,935.83,277.98,6474,6127,4.411,4.051,1.742,1.06
CANDIDATE,CANDIDATE,0.789,50.271927,0.001128,-0.001128,160.466,0.0177,-0.0177,6.073,0.514,-0.514,574.5,67.7,-67.7,2.94,0.88,-0.38,589,0,0,28.51,24.34,-10.19,9.3,6520,158,-270,4.375,0.062,-0.188,1.215,0.362,-0.155,15.923,50.273055,50.270799,50.273055,50.270799,160.4837,160.4483,6.587,5.559,642.2,506.8,3.82,2.56,589,589,52.85,18.32,6678,6250,4.437,4.187,1.577,1.06
FALSE POSITIVE,FALSE POSITIVE,0,28.59788033,0.000002003,-0.000002003,152.9842901,0.0000587,-0.0000587,7.71925,0.00282,-0.00282,85952,40.5,-40.5,74.25,13.98,-25.96,1014,0,0,250.21,143.12,-156.59,2526.2,6590,179,-199,3.787,0.312,-0.078,2.474,0.466,-0.865,13.119,28.59788234,28.59787833,28.59788234,28.59787833,152.9843488,152.9842314,7.72207,7.71643,85992.5,85911.5,88.23,48.29,1014,1014,393.33,93.62,6769,6391,4.099,3.709,2.94,1.609
FALSE POSITIVE,FALSE POSITIVE,0,30.47651885,0.000006891,-0.000006891,136.972882,0.000187,-0.000187,10.2264,0.00993,-0.00993,326630,287,-287,71.42,21.36,-14.25,592,0,0,28.96,26.07,-12.32,1347.9,5527,166,-149,4.315,0.205,-0.205,1.073,0.321,-0.214,13.901,30.47652574,30.47651196,30.47652574,30.47651196,136.973069,136.972695,10.23633,10.21647,326917,326343,92.78,57.17,592,592,55.03,16.64,5693,5378,4.52,4.11,1.394,0.859
FALSE POSITIVE,FALSE POSITIVE,0,252.1638623,0.000236,-0.000236,191.470778,0.000848,-0.000848,23.92,0.0564,-0.0564,103790,152,-152,50.74,8.99,-4.15,242,0,0,0.81,0.47,-0.22,864.5,5432,187,-187,4.608,0.037,-0.112,0.745,0.132,-0.061,15.793,252.1640983,252.1636263,252.1640983,252.1636263,191.471626,191.46993,23.9764,23.8636,103942,103638,59.73,46.59,242,242,1.28,0.59,5619,5245,4.645,4.496,0.877,0.684
FALSE POSITIVE,FALSE POSITIVE,0,2.23416013,0,0,131.7973,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,2156.64,4706.59,-836.53,0,0,0,0,0,0,0,0,0,0,13.411,2.23416013,2.23416013,2.23416013,2.23416013,131.7973,131.7973,2.12,2.12,0,0,0,0,0,0,6863.23,1320.11,0,0,0,0,0,0
FALSE POSITIVE,FALSE POSITIVE,0,22.27119851,0.00000132,-0.00000132,134.7601462,0.0000495,-0.0000495,4.58598,0.00187,-0.00187,179040,61.7,-61.7,39.79,4.31,-4.3,515,0,0,16.62,6.33,-4.77,2141.3,5068,151,-136,4.556,0.077,-0.056,0.73,0.079,-0.079,15.362,22.27119983,22.27119719,22.27119983,22.27119719,134.7601957,134.7600967,4.58785,4.58411,179101.7,178978.3,44.1,35.49,515,515,22.95,11.85,5219,4932,4.633,4.5,0.809,0.651
FALSE POSITIVE,FALSE POSITIVE,0,73.89416352,0.000005003,-0.000005003,159.9005068,0.0000523,-0.0000523,9.48995,0.00353,-0.00353,213900,70.1,-70.1,39.18,7.17,-5.36,392,0,0,5.61,3.32,-1.91,3902.3,5442,178,-162,4.469,0.113,-0.137,0.841,0.154,-0.115,15.329,73.89416852,73.89415851,73.89416852,73.89415851,159.9005591,159.9004545,9.49348,9.48642,213970.1,213829.9,46.35,33.82,392,392,8.93,3.7,5620,5280,4.582,4.332,0.995,0.726
FALSE POSITIVE,FALSE POSITIVE,0,1.124033822,0.000000216,-0.000000216,131.62878,0.000158,-0.000158,5.5728,0.0114,-0.0114,247560,380,-380,98.04,32.87,-15.18,2547,0,0,9953.28,9865.54,-3965.08,792.9,7141,200,-300,4.208,0.105,-0.21,1.563,0.524,-0.242,13.016,1.124034038,1.124033606,1.124034038,1.124033606,131.628938,131.628622,5.5842,5.5614,247940,247180,130.91,82.86,2547,2547,19818.82,5988.2,7341,6841,4.313,3.998,2.087,1.321
FALSE POSITIVE,FALSE POSITIVE,0,2.796661168,0.000001136,-0.000001136,134.032331,0.000335,-0.000335,3.3781,0.0174,-0.0174,2363.8,11,-11,47.68,12.26,-15,1661,0,0,1797.72,1404.17,-1060.02,251.4,6331,192,-211,4.146,0.306,-0.165,1.326,0.341,-0.417,13.742,2.796662304,2.796660032,2.796662304,2.796660032,134.032666,134.031996,3.3955,3.3607,2374.8,2352.8,59.94,32.68,1661,1661,3201.89,737.7,6523,6120,4.452,3.981,1.667,0.909
FALSE POSITIVE,FALSE POSITIVE,0,15.28870918,0.00000122,-0.00000122,132.8060911,0.0000632,-0.0000632,5.00366,0.00325,-0.00325,512470,240,-240,54.56,2.2,-4.78,509,0,0,15.84,3.42,-4.29,1758.7,4464,132,-145,4.577,0.059,-0.017,0.719,0.029,-0.063,15.993,15.2887104,15.28870796,15.2887104,15.28870796,132.8061543,132.8060279,5.00691,5.00041,512710,512230,56.76,49.78,509,509,19.26,11.55,4596,4319,4.636,4.56,0.748,0.656
FALSE POSITIVE,FALSE POSITIVE,0.001,1.83592242,0.000000237,-0.000000237,132.077813,0.000106,-0.000106,5.9942,0.00542,-0.00542,30746,24.5,-24.5,46.3,14.46,-5.17,1501,0,0,1195.13,1131.33,-375.84,1378.9,5930,184,-205,4.472,0.067,-0.216,0.976,0.305,-0.109,13.134,1.835922657,1.835922183,1.835922657,1.835922183,132.077919,132.077707,5.99962,5.98878,30770.5,30721.5,60.76,41.13,1501,1501,2326.46,819.29,6114,5725,4.539,4.256,1.281,0.867
FALSE POSITIVE,FALSE POSITIVE,0,1.15495063,0,0,132.34528,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,340.77,100.35,-101.48,0,0,0,0,0,0,0,0,0,0,14.785,1.15495063,1.15495063,1.15495063,1.15495063,132.34528,132.34528,2.31,2.31,0,0,0,0,0,0,441.12,239.29,0,0,0,0,0,0
CANDIDATE,CANDIDATE,0.206,128.208643,0.00198,-0.00198,230.1943,0.0108,-0.0108,2.745,0.509,-0.509,212.2,30.7,-30.7,6.15,0.65,-2.44,792,0,0,93.05,35.71,-64.05,8.9,7128,224,-274,3.52,0.352,-0.088,3.811,0.403,-1.51,11.036,128.210623,128.206663,128.210623,128.206663,230.2051,230.1835,3.254,2.236,242.9,181.5,6.8,3.71,792,792,128.76,29,7352,6854,3.872,3.432,4.214,2.301
FALSE POSITIVE,FALSE POSITIVE,0.193,1.516372183,0.000009622,-0.000009622,131.83387,0.00513,-0.00513,1.239,0.185,-0.185,93.8,14.1,-14.1,1.06,0.35,-0.12,1686,0,0,1911.54,1839.71,-614.1,8.8,6142,171,-236,4.456,0.056,-0.224,1.046,0.341,-0.114,15.16,1.516381805,1.516362561,1.516381805,1.516362561,131.839,131.82874,1.424,1.054,107.9,79.7,1.41,0.94,1686,1686,3751.25,1297.44,6313,5906,4.512,4.232,1.387,0.932
