default_flag,disposition,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,CONFIRMED,2,4.94190700000,0.00066100000,-0.00069600000,0,1.28300000,0.09700000,-0.08900000,0,0.11446179,0.00865378,-0.00794006,0,0.927000,0.058000,-0.052000,0,218.37600000,1.67600000,-1.65100000,11.9690000,0.0410000,-0.0410000,10.2130000,0.0220000,-0.0220000,11.9956000,0.0002520,-0.0002520
0,CONFIRMED,2,9.22453000000,0.00132200000,-0.00091100000,0,1.36000000,0.09600000,-0.08800000,0,0.12133128,0.00856456,-0.00785085,0,0.927000,0.058000,-0.052000,0,218.37600000,1.67600000,-1.65100000,11.9690000,0.0410000,-0.0410000,10.2130000,0.0220000,-0.0220000,11.9956000,0.0002520,-0.0002520
1,CONFIRMED,2,9.22453000000,0.00132200000,-0.00091100000,0,1.36000000,0.09600000,-0.08800000,0,0.12133128,0.00856456,-0.00785085,0,0.927000,0.058000,-0.052000,0,218.37600000,1.67600000,-1.65100000,11.9690000,0.0410000,-0.0410000,10.2130000,0.0220000,-0.0220000,11.9956000,0.0002520,-0.0002520
1,CONFIRMED,1,20.97895900000,0.00130500000,-0.00124700000,0,1.67700000,0.11800000,-0.10900000,0,0.14961218,0.01052727,-0.00972435,0,0.784000,0.051000,-0.047000,0,162.30600000,1.35100000,-1.32900000,12.0560000,0.0460000,-0.0460000,9.9780000,0.0210000,-0.0210000,11.7345000,0.0003640,-0.0003640
0,CONFIRMED,1,20.97895900000,0.00130500000,-0.00124700000,0,1.67700000,0.11800000,-0.10900000,0,0.14961218,0.01052727,-0.00972435,0,0.784000,0.051000,-0.047000,0,162.30600000,1.35100000,-1.32900000,12.0560000,0.0460000,-0.0460000,9.9780000,0.0210000,-0.0210000,11.7345000,0.0003640,-0.0003640
0,CONFIRMED,1,1.90808400000,0.00004700000,-0.00005800000,0,2.48200000,0.17400000,-0.15800000,0,0.22142959,0.01552327,-0.01409584,0,1.228000,0.077000,-0.072000,0,431.03100000,8.04800000,-7.76400000,12.9020000,0.0920000,-0.0920000,11.0380000,0.0230000,-0.0230000,12.6144000,0.0002830,-0.0002830
1,CONFIRMED,1,1.90808400000,0.00004700000,-0.00005800000,0,2.48200000,0.17400000,-0.15800000,0,0.22142959,0.01552327,-0.01409584,0,1.228000,0.077000,-0.072000,0,431.03100000,8.04800000,-7.76400000,12.9020000,0.0920000,-0.0920000,11.0380000,0.0230000,-0.0230000,12.6144000,0.0002830,-0.0002830
1,CONFIRMED,1,3.21410000000,0.00020000000,-0.00020000000,0,0.98980000,0.04980000,-0.04860000,0,0.08830419,0.00444287,-0.00433581,0,1.375000,0.068000,-0.068000,0,298.21900000,4.98300000,-4.82500000,12.2700000,0.1030000,-0.1030000,10.2710000,0.0150000,-0.0150000,11.9872000,0.0001610,-0.0001610
1,CONFIRMED,1,5.93820000000,0.00060000000,-0.00040000000,0,2.11600000,0.10500000,-0.10520000,0,0.18877720,0.00936749,-0.00938533,0,0.977000,0.066000,-0.063000,0,654.08500000,18.36800000,-17.40800000,15.7460000,0.0800000,-0.0800000,12.5420000,0.0250000,-0.0250000,15.1491000,0.0004640,-0.0004640
1,CONFIRMED,2,0.80940000000,0.00003000000,-0.00003000000,0,0.75990000,0.07580000,-0.04960000,0,0.06779385,0.00676243,-0.00442502,0,0.700000,0.055000,-0.048000,0,285.16200000,3.56900000,-3.48300000,15.0130000,0.1720000,-0.1720000,11.8600000,0.0260000,-0.0260000,14.5773000,0.0004340,-0.0004340
1,CONFIRMED,2,5.33010000000,0.00030000000,-0.00030000000,0,1.23270000,0.05650000,-0.05930000,0,0.10997432,0.00504060,-0.00529040,0,0.700000,0.055000,-0.048000,0,285.16200000,3.56900000,-3.48300000,15.0130000,0.1720000,-0.1720000,11.8600000,0.0260000,-0.0260000,14.5773000,0.0004340,-0.0004340
1,CONFIRMED,2,4.36960000000,0.00010000000,-0.00010000000,0,1.21900000,0.10040000,-0.07310000,0,0.10875208,0.00895710,-0.00652156,0,0.732000,0.055000,-0.052000,0,260.03600000,2.37400000,-2.33300000,14.2890000,0.1950000,-0.1950000,11.4380000,0.0230000,-0.0230000,13.9384000,0.0004060,-0.0004060
1,CONFIRMED,2,6.66900000000,0.00020000000,-0.00020000000,0,1.92870000,0.06300000,-0.07280000,0,0.17206739,0.00562049,-0.00649479,0,0.732000,0.055000,-0.052000,0,260.03600000,2.37400000,-2.33300000,14.2890000,0.1950000,-0.1950000,11.4380000,0.0230000,-0.0230000,13.9384000,0.0004060,-0.0004060
0,CONFIRMED,1,4.01798053813,0.00001917630,-0.00001917630,0,1.10176240,0.33468510,-0.33468510,0,0.09829283,0.02985866,-0.02985866,0,0.194357,0.005889,-0.005889,0,21.81820000,0.03070000,-0.03070000,15.3300000,0.0270000,-0.0270000,9.8990000,0.0230000,-0.0230000,13.7957000,0.0003740,-0.0003740
1,CONFIRMED,1,4.01796940000,0.00000270000,-0.00000270000,0,1.01500000,0.05100000,-0.00510000,0,0.09055239,0.00454992,-0.00045499,0,0.196500,0.005800,-0.005800,0,21.81820000,0.03070000,-0.03070000,15.3300000,0.0270000,-0.0270000,9.8990000,0.0230000,-0.0230000,13.7957000,0.0003740,-0.0003740
1,CONFIRMED,1,13.10200000000,0.00260000000,-0.00240000000,0,2.66000000,0.19000000,-0.14000000,0,0.23730971,0.01695069,-0.01248998,0,0.554000,0.017000,-0.017000,0,120.31100000,0.60500000,-0.59900000,14.7940000,0.0330000,-0.0330000,10.7340000,0.0210000,-0.0210000,13.9468000,0.0005280,-0.0005280
1,CONFIRMED,1,6.53500000000,0.00140000000,-0.00140000000,0,3.31000000,0.14000000,-0.12000000,0,0.29529893,0.01248998,-0.01070570,0,0.577600,0.004000,-0.004000,0,94.04240000,0.30230000,-0.30030000,13.9090000,0.0770000,-0.0770000,10.0600000,0.0190000,-0.0190000,13.1533000,0.0005900,-0.0005900
0,CONFIRMED,1,20.35954000000,0.00034000000,-0.00032000000,0,10.85000000,0.59000000,-0.59000000,0,0.96800000,0.05300000,-0.05300000,0,0.539092,0.016876,-0.016876,0,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860
0,CONFIRMED,1,20.35919000000,0.00046000000,-0.00046000000,0,11.30000000,3.50000000,-1.20000000,0,1.01000000,0.31000000,-0.11000000,0,0.550000,0.170000,-0.041000,0,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860
0,CONFIRMED,1,20.35507390682,0.00225652960,-0.00225652960,0,10.50799334,0.65717220,-0.65717220,0,0.93746199,0.05862908,-0.05862908,0,0.539092,0.016876,-0.016876,0,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860
1,CONFIRMED,1,20.35847252000,0.00000614000,-0.00000575000,0,10.55000000,0.39000000,-0.39000000,0,0.94100000,0.03400000,-0.03400000,0,0.541000,0.017000,-0.017000,0,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860
0,CONFIRMED,1,20.35874800000,0.00036100000,-0.00036600000,0,10.00000000,4.00000000,-4.00000000,0,0.89000000,0.36000000,-0.36000000,0,0.530000,,,0,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860
0,CONFIRMED,1,20.35900000000,,,0,,,,,,,,,0.539092,0.016876,-0.016876,0,268.68500000,3.66150000,-3.66150000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860
0,CONFIRMED,1,6.68851000000,0.00074000000,-0.00075000000,0,2.25000000,0.27000000,-0.47000000,0,0.20100000,0.02400000,-0.04200000,0,0.658000,0.062000,-0.098000,0,396.91300000,7.94000000,-7.64000000,15.0060000,0.1260000,-0.1260000,12.2840000,0.0190000,-0.0190000,14.6336000,0.0002800,-0.0002800
0,CONFIRMED,1,6.68743520000,,,0,2.79000000,,,0,0.24890713,,,0,0.690000,,,0,396.91300000,7.94000000,-7.64000000,15.0060000,0.1260000,-0.1260000,12.2840000,0.0190000,-0.0190000,14.6336000,0.0002800,-0.0002800
1,CONFIRMED,1,6.68796000000,0.00093000000,-0.00093000000,0,2.15000000,0.24000000,-0.24000000,0,0.19181015,0.02141137,-0.02141137,0,0.643000,0.039000,-0.039000,0,396.91300000,7.94000000,-7.64000000,15.0060000,0.1260000,-0.1260000,12.2840000,0.0190000,-0.0190000,14.6336000,0.0002800,-0.0002800
1,CONFIRMED,2,3.47114900000,0.00010400000,-0.00005200000,0,4.51000000,0.44000000,-0.19000000,0,0.40235525,0.03925417,-0.01695066,0,0.542000,0.049000,-0.022000,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
0,CONFIRMED,2,3.47113600000,0.00007900000,-0.00007900000,0,5.16000000,0.49000000,-0.49000000,0,0.46000000,0.04400000,-0.04400000,0,0.610000,0.051000,-0.029000,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
0,CONFIRMED,2,3.47134100000,0.00016300000,-0.00016100000,0,4.75000000,0.34000000,-0.33000000,0,0.42376662,0.03033277,-0.02944063,0,0.587449,0.038851,-0.038697,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
0,CONFIRMED,2,3.47128500000,,,0,4.37000000,,,0,0.38986529,,,0,0.500000,,,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
0,CONFIRMED,2,3.47128026240,0.00002026379,-0.00002026379,0,4.23142650,0.35204460,-0.35204460,0,0.37750324,0.03140737,-0.03140737,0,0.563000,0.017267,-0.017267,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
0,CONFIRMED,2,3.47114000000,0.00021000000,-0.00021000000,0,4.13000000,0.31000000,-0.31000000,0,0.36845392,0.02765635,-0.02765635,0,0.570000,0.030000,-0.030000,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
0,CONFIRMED,2,2.19945000000,0.00015000000,-0.00014000000,0,2.60000000,0.34000000,-0.76000000,0,0.23000000,0.03000000,-0.06800000,0,0.610000,0.051000,-0.029000,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
1,CONFIRMED,2,2.19888400000,0.00002200000,-0.00001100000,0,2.42000000,0.26000000,-0.11000000,0,0.21589794,0.02319565,-0.00981354,0,0.542000,0.049000,-0.022000,0,182.53600000,1.90950000,-1.90950000,15.7480000,1.1330000,-1.1330000,11.5770000,0.0240000,-0.0240000,14.8215000,0.0009140,-0.0009140
1,CONFIRMED,1,5.65700000000,0.00020000000,-0.00020000000,0,2.43300000,0.08900000,-0.07200000,0,0.21705772,0.00794005,-0.00642341,0,1.580000,0.150000,-0.150000,0,476.70300000,10.20200000,-9.79100000,12.2700000,0.0690000,-0.0690000,10.6930000,0.0240000,-0.0240000,12.0238000,0.0002930,-0.0002930
0,CONFIRMED,1,5.65706000000,0.00079000000,-0.00079000000,0,2.16000000,0.57000000,-0.57000000,0,0.19300000,0.05100000,-0.05100000,0,1.090000,0.200000,-0.110000,0,476.70300000,10.20200000,-9.79100000,12.2700000,0.0690000,-0.0690000,10.6930000,0.0240000,-0.0240000,12.0238000,0.0002930,-0.0002930
0,CONFIRMED,1,5.65688000000,0.00059000000,-0.00059000000,0,2.72000000,0.32000000,-0.32000000,0,0.24266215,0.02854849,-0.02854849,0,1.580000,0.150000,-0.150000,0,476.70300000,10.20200000,-9.79100000,12.2700000,0.0690000,-0.0690000,10.6930000,0.0240000,-0.0240000,12.0238000,0.0002930,-0.0002930
0,CONFIRMED,1,5.65621000000,0.00026000000,-0.00027000000,0,3.13000000,0.13000000,-0.30000000,0,0.27900000,0.01200000,-0.03000000,0,1.617000,0.028000,-0.030000,0,476.70300000,10.20200000,-9.79100000,12.2700000,0.0690000,-0.0690000,10.6930000,0.0240000,-0.0240000,12.0238000,0.0002930,-0.0002930
0,CONFIRMED,1,5.65625600000,,,0,2.08000000,,,0,0.18556517,,,0,1.030000,,,0,476.70300000,10.20200000,-9.79100000,12.2700000,0.0690000,-0.0690000,10.6930000,0.0240000,-0.0240000,12.0238000,0.0002930,-0.0002930
0,CONFIRMED,1,5.65630400000,0.00036600000,-0.00032300000,0,2.93920584,0.49646510,-0.37660304,0,0.26221838,0.04429165,-0.03359827,0,1.561446,0.255936,-0.194060,0,476.70300000,10.20200000,-9.79100000,12.2700000,0.0690000,-0.0690000,10.6930000,0.0240000,-0.0240000,12.0238000,0.0002930,-0.0002930
0,CONFIRMED,1,1.72925910000,,,0,11.00000000,,,0,0.98135427,,,0,0.660000,,,0,495.31700000,10.77700000,-10.33500000,15.7460000,0.1950000,-0.1950000,12.7560000,0.0330000,-0.0330000,15.3442000,0.0008390,-0.0008390
0,CONFIRMED,1,1.72926812424,0.00000525247,-0.00000525247,0,12.60012690,0.57371575,-0.57371575,0,1.12410996,0.05118358,-0.05118358,0,0.766495,,,0,495.31700000,10.77700000,-10.33500000,15.7460000,0.1950000,-0.1950000,12.7560000,0.0330000,-0.0330000,15.3442000,0.0008390,-0.0008390
0,CONFIRMED,1,1.72925770000,0.00000490000,-0.00000500000,0,11.40000000,3.90000000,-1.20000000,0,1.02000000,0.35000000,-0.11000000,0,0.729000,0.249000,-0.076000,0,495.31700000,10.77700000,-10.33500000,15.7460000,0.1950000,-0.1950000,12.7560000,0.0330000,-0.0330000,15.3442000,0.0008390,-0.0008390
1,CONFIRMED,1,1.72926840000,0.00000690000,-0.00000690000,0,6.71000000,0.00000000,0.00000000,0,0.59862610,0.00000000,0.00000000,0,0.445000,0.066000,-0.066000,0,495.31700000,10.77700000,-10.33500000,15.7460000,0.1950000,-0.1950000,12.7560000,0.0330000,-0.0330000,15.3442000,0.0008390,-0.0008390
0,CONFIRMED,1,1.72925700000,0.00000800000,-0.00000800000,0,10.44000000,0.90000000,-0.70000000,0,0.93139442,0.08029262,-0.06244982,0,0.685548,0.056820,-0.044714,0,495.31700000,10.77700000,-10.33500000,15.7460000,0.1950000,-0.1950000,12.7560000,0.0330000,-0.0330000,15.3442000,0.0008390,-0.0008390
0,CONFIRMED,1,19.15344000000,0.00607000000,-0.00607000000,0,2.04000000,0.46000000,-0.46000000,0,0.18200000,0.04100000,-0.04100000,0,1.120000,0.260000,-0.140000,0,449.23700000,10.66300000,-10.18800000,12.1440000,0.0690000,-0.0690000,10.7810000,0.0240000,-0.0240000,11.9153000,0.0003720,-0.0003720
1,CONFIRMED,1,19.15410000000,0.00410000000,-0.00410000000,0,2.05000000,0.24000000,-0.24000000,0,0.18288875,0.02141137,-0.02141137,0,1.290000,0.120000,-0.120000,0,449.23700000,10.66300000,-10.18800000,12.1440000,0.0690000,-0.0690000,10.7810000,0.0240000,-0.0240000,11.9153000,0.0003720,-0.0003720
0,CONFIRMED,1,19.15300000000,0.00200000000,-0.00220000000,0,2.40000000,0.34000000,-0.53000000,0,0.21000000,0.03000000,-0.04700000,0,1.250000,0.160000,-0.230000,0,449.23700000,10.66300000,-10.18800000,12.1440000,0.0690000,-0.0690000,10.7810000,0.0240000,-0.0240000,11.9153000,0.0003720,-0.0003720
0,CONFIRMED,1,19.15376500000,,,0,2.65000000,,,0,0.23641716,,,0,1.320000,,,0,449.23700000,10.66300000,-10.18800000,12.1440000,0.0690000,-0.0690000,10.7810000,0.0240000,-0.0240000,11.9153000,0.0003720,-0.0003720
0,CONFIRMED,1,19.15454000000,0.00284900000,-0.00276400000,0,2.47140597,0.35095285,-0.30265469,0,0.22048407,0.03130992,-0.02700104,0,1.328888,0.160696,-0.149204,0,449.23700000,10.66300000,-10.18800000,12.1440000,0.0690000,-0.0690000,10.7810000,0.0240000,-0.0240000,11.9153000,0.0003720,-0.0003720
1,CONFIRMED,1,31.63720000000,0.00880000000,-0.00880000000,0,1.89000000,0.26000000,-0.26000000,0,0.16861451,0.02319565,-0.02319565,0,0.760000,0.030000,-0.030000,0,349.88100000,5.27450000,-5.27450000,14.0650000,0.1140000,-0.1140000,11.7350000,0.0270000,-0.0270000,13.7404000,0.0003590,-0.0003590
0,CONFIRMED,1,31.65510000000,0.00300000000,-0.00290000000,0,2.48000000,0.21000000,-0.52000000,0,0.22100000,0.01900000,-0.04600000,0,0.774000,0.008000,-0.010400,0,349.88100000,5.27450000,-5.27450000,14.0650000,0.1140000,-0.1140000,11.7350000,0.0270000,-0.0270000,13.7404000,0.0003590,-0.0003590
0,CONFIRMED,1,31.64630600000,,,0,2.53000000,,,0,0.22571148,,,0,0.730000,,,0,349.88100000,5.27450000,-5.27450000,14.0650000,0.1140000,-0.1140000,11.7350000,0.0270000,-0.0270000,13.7404000,0.0003590,-0.0003590
1,CONFIRMED,1,20.50650000000,0.00350000000,-0.00350000000,0,2.24000000,0.24000000,-0.24000000,0,0.19983941,0.02141137,-0.02141137,0,0.730000,0.020000,-0.020000,0,313.76400000,2.85600000,-2.85600000,14.3450000,0.0800000,-0.0800000,11.8380000,0.0270000,-0.0270000,13.9677000,0.0006220,-0.0006220
0,CONFIRMED,1,20.50769300000,,,0,2.78000000,,,0,0.24801499,,,0,0.720000,,,0,313.76400000,2.85600000,-2.85600000,14.3450000,0.0800000,-0.0800000,11.8380000,0.0270000,-0.0270000,13.9677000,0.0006220,-0.0006220
0,CONFIRMED,1,20.51070000000,0.00200000000,-0.00200000000,0,2.23000000,0.23000000,-0.54000000,0,0.19900000,0.02100000,-0.04800000,0,0.662000,0.035000,-0.051000,0,313.76400000,2.85600000,-2.85600000,14.3450000,0.0800000,-0.0800000,11.8380000,0.0270000,-0.0270000,13.9677000,0.0006220,-0.0006220
0,CONFIRMED,1,2.77052200000,0.00009700000,-0.00009700000,0,3.19000000,0.31000000,-0.52000000,0,0.28500000,0.02800000,-0.04600000,0,0.696000,0.049000,-0.030000,0,457.12500000,10.22300000,-9.79300000,15.6680000,0.0840000,-0.0840000,12.7290000,0.0300000,-0.0300000,15.2444000,0.0005710,-0.0005710
0,CONFIRMED,1,2.77062970000,,,0,3.36000000,,,0,0.29975912,,,0,0.670000,,,0,457.12500000,10.22300000,-9.79300000,15.6680000,0.0840000,-0.0840000,12.7290000,0.0300000,-0.0300000,15.2444000,0.0005710,-0.0005710
1,CONFIRMED,1,2.77065000000,0.00015000000,-0.00015000000,0,1.93000000,0.53000000,-0.53000000,0,0.17218307,0.04728343,-0.04728343,0,0.450000,0.120000,-0.120000,0,457.12500000,10.22300000,-9.79300000,15.6680000,0.0840000,-0.0840000,12.7290000,0.0300000,-0.0300000,15.2444000,0.0005710,-0.0005710
0,CONFIRMED,2,5.73597000000,0.00068000000,-0.00068000000,0,1.50000000,0.17000000,-0.17000000,0,0.13382104,0.01516638,-0.01516638,0,0.462000,0.038000,-0.038000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
1,CONFIRMED,2,5.73594000000,0.00064000000,-0.00064000000,0,1.91000000,0.44000000,-0.44000000,0,0.17039879,0.03925417,-0.03925417,0,0.570000,0.120000,-0.120000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,5.73491000000,0.00061000000,-0.00061000000,0,1.92000000,0.23000000,-0.23000000,0,0.17129093,0.02051923,-0.02051923,0,0.520000,0.010000,-0.010000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,5.73484620000,,,0,2.40000000,,,0,0.21411366,,,0,0.620000,,,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,5.73649000000,0.00033000000,-0.00034000000,0,4.20000000,1.30000000,-2.30000000,0,0.37000000,0.12000000,-0.21000000,0,0.532000,0.041000,-0.048000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,10.93406000000,0.00205000000,-0.00205000000,0,1.92000000,0.20000000,-0.20000000,0,0.17129093,0.01784280,-0.01784280,0,0.520000,0.010000,-0.010000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,10.93459000000,0.00088000000,-0.00105000000,0,2.02000000,0.24000000,-0.49000000,0,0.18000000,0.02100000,-0.04400000,0,0.532000,0.041000,-0.048000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
1,CONFIRMED,2,10.93241000000,0.00134000000,-0.00134000000,0,2.26000000,0.62000000,-0.62000000,0,0.20162370,0.05531270,-0.05531270,0,0.570000,0.120000,-0.120000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,10.93240000000,0.00140000000,-0.00140000000,0,1.64000000,0.20000000,-0.20000000,0,0.14631100,0.01784280,-0.01784280,0,0.462000,0.038000,-0.038000,0,202.94300000,1.66500000,-1.63900000,14.9740000,0.2750000,-0.2750000,11.5950000,0.0230000,-0.0230000,14.3390000,0.0004990,-0.0004990
0,CONFIRMED,2,8.75198000000,0.00060000000,-0.00063000000,0,2.29000000,0.24000000,-0.64000000,0,0.20400000,0.02100000,-0.05700000,0,0.634000,0.039000,-0.045000,0,257.44300000,3.23900000,-3.23900000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130
0,CONFIRMED,2,8.75298740000,,,0,2.46000000,,,0,0.21946650,,,0,0.650000,,,0,257.44300000,3.23900000,-3.23900000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130
1,CONFIRMED,2,8.75290000000,0.00130000000,-0.00130000000,0,1.59000000,0.24000000,-0.24000000,0,0.14185030,0.02141137,-0.02141137,0,0.546000,0.050000,-0.050000,0,257.44300000,3.23900000,-3.23900000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130
0,REFUTED,0,13.00838300000,0.00021000000,-0.00021400000,0,15.65133315,3.01571578,-2.28393892,0,1.40000000,0.27000000,-0.20000000,0,1.420548,0.271895,-0.206452,0,367.60000000,6.24800000,-6.04500000,13.1830000,0.1370000,-0.1370000,10.0300000,0.0190000,-0.0190000,12.6814000,0.0008880,-0.0008880
0,REFUTED,0,13.01060000000,0.00140000000,-0.00140000000,0,12.90000000,1.70000000,-1.70000000,0,1.15000000,0.15000000,-0.15000000,0,,,,,367.60000000,6.24800000,-6.04500000,13.1830000,0.1370000,-0.1370000,10.0300000,0.0190000,-0.0190000,12.6814000,0.0008880,-0.0008880
1,REFUTED,0,13.00819000000,0.00010000000,-0.00010000000,0,20.10000000,2.10000000,-1.70000000,0,1.79000000,0.19000000,-0.15000000,0,1.760000,0.170000,-0.100000,0,367.60000000,6.24800000,-6.04500000,13.1830000,0.1370000,-0.1370000,10.0300000,0.0190000,-0.0190000,12.6814000,0.0008880,-0.0008880
0,REFUTED,0,13.00827800000,,,0,8.68000000,,,0,0.77437773,,,0,0.710000,,,0,367.60000000,6.24800000,-6.04500000,13.1830000,0.1370000,-0.1370000,10.0300000,0.0190000,-0.0190000,12.6814000,0.0008880,-0.0008880
0,CONFIRMED,1,3.53539750000,,,0,1.98000000,,,0,0.17664377,,,0,0.230000,,,0,1038.41000000,71.37000000,-62.87300000,15.9300000,0.0300000,-0.0300000,11.8530000,0.0190000,-0.0190000,15.2553000,0.0003760,-0.0003760
0,CONFIRMED,1,3.53482000000,0.00019000000,-0.00019000000,0,11.10000000,3.90000000,-3.90000000,0,0.99027567,0.34793470,-0.34793470,0,1.490000,0.520000,-0.520000,0,1038.41000000,71.37000000,-62.87300000,15.9300000,0.0300000,-0.0300000,11.8530000,0.0190000,-0.0190000,15.2553000,0.0003760,-0.0003760
0,CONFIRMED,1,3.53515500000,0.00007500000,-0.00007400000,0,16.60000000,3.80000000,-1.90000000,0,1.48000000,0.34000000,-0.17000000,0,2.070000,0.470000,-0.230000,0,1038.41000000,71.37000000,-62.87300000,15.9300000,0.0300000,-0.0300000,11.8530000,0.0190000,-0.0190000,15.2553000,0.0003760,-0.0003760
1,CONFIRMED,1,3.53505500000,0.00001700000,-0.00001600000,0,18.00000000,2.20000000,-2.20000000,0,1.60585244,0.19627085,-0.19627085,0,2.192000,0.280000,-0.232000,0,1038.41000000,71.37000000,-62.87300000,15.9300000,0.0300000,-0.0300000,11.8530000,0.0190000,-0.0190000,15.2553000,0.0003760,-0.0003760
1,CONFIRMED,1,12.20772000000,0.00012300000,-0.00011300000,0,2.60000000,0.10000000,-0.10000000,0,0.23195646,0.00892140,-0.00892140,0,0.807000,0.016000,-0.015000,0,138.01800000,1.14000000,-1.12100000,12.6340000,0.0570000,-0.0570000,9.6640000,0.0210000,-0.0210000,12.1478000,0.0002540,-0.0002540
0,CONFIRMED,1,12.20763200000,,,0,2.47000000,,,0,0.22035864,,,0,0.720000,,,0,138.01800000,1.14000000,-1.12100000,12.6340000,0.0570000,-0.0570000,9.6640000,0.0210000,-0.0210000,12.1478000,0.0002540,-0.0002540
0,CONFIRMED,1,12.20773000000,0.00030000000,-0.00030000000,0,2.34000000,0.27000000,-0.35000000,0,0.20900000,0.02400000,-0.03100000,0,0.713000,0.076000,-0.079000,0,138.01800000,1.14000000,-1.12100000,12.6340000,0.0570000,-0.0570000,9.6640000,0.0210000,-0.0210000,12.1478000,0.0002540,-0.0002540
0,CONFIRMED,1,12.20540000000,0.00180000000,-0.00180000000,0,2.50000000,0.26000000,-0.26000000,0,0.22303506,0.02319565,-0.02319565,0,0.850000,0.050000,-0.050000,0,138.01800000,1.14000000,-1.12100000,12.6340000,0.0570000,-0.0570000,9.6640000,0.0210000,-0.0210000,12.1478000,0.0002540,-0.0002540
0,CONFIRMED,1,12.20911650000,,,0,,,,,,,,,0.824666,0.069046,-0.055235,0,138.01800000,1.14000000,-1.12100000,12.6340000,0.0570000,-0.0570000,9.6640000,0.0210000,-0.0210000,12.1478000,0.0002540,-0.0002540
